,subject_id,strategy,strategy_radio,difficulty,passed_attention_check,substances,gender,age,education
39,635,"I didn't really have a strategy, just remembering the correct response for each class of object.",given-attributes,medium,{},True,male,46-65,college
40,649,"Well I first started by trying to find the pattern for which key went with what artifact. Once I learned which keys went for square artifacts and which ones went for circles, I simply hit the corresponding keys when the objects showed up.",given-attributes,easy,{},True,male,31-45,college
41,652,Tried to remember the shape inside -square or circle as well as the pattern - small or large.,given-attributes,medium,{},True,female,31-45,<college
42,638,"Each trial involved two shapes. Each shape corresponded to a particular action (or key). Circles, as opposed to squares, exclusively made use of the Z & V keys.",given-attributes,medium,{},True,male,21-30,college
43,629,I memorized each one individually .,memorized,medium,{},True,male,21-30,college
44,643,"Z C = circles
XV = squares
Z = small inner circles
C = big inner circles
X = big inner circles
V = small inner circles",resemble,medium,{},True,male,46-65,college
45,640,"At first I thought I had figured the algorithm out with colors, shapes, and sizes. That changed when it became time to incorporate 4 options rather then 2. I just went with my gut feeling on each one based on how the previous colors and shapes turned out.",given-attributes,hard,{},True,male,31-45,college
46,654,interesting,given-attributes,medium,{},True,female,31-45,college
47,663,i figured that some were by differentiated by shapes,resemble,hard,{},True,female,46-65,college
48,670,nice,memorized,medium,{},True,male,21-30,college
49,671,,,easy,{},True,male,10-20,<college
50,662,"line squares were z, dotted squares were x, lines circle c, dotted circle v",given-attributes,medium,{},True,female,21-30,college
51,658,I used the strategy of pressing the letter on the right when there was a square and the letter on the left when there was a circle.,resemble,medium,{},True,female,46-65,college
52,661,"At first nothing, then I realized there was a pattern, so I just tried to memorize it.",given-attributes,medium,{},True,female,31-45,<college
53,653,"I just tried to figure out what the pattern was through trial and error. Once I figure that out, it was pretty easy to differentiate. It did take me a little bit longer than I thought it would, though!",memorized,medium,{},True,male,31-45,college
54,650,"I learned to only pay attention to the shape at first, and then only the shape and pattern when the two were combined.",given-attributes,medium,{},True,male,31-45,postgrad
55,659,good,memorized,medium,{},True,male,31-45,college
56,668,trying to associate the figures to the position of the keyboards,resemble,medium,{},True,female,21-30,postgrad
57,672,"Simply remembering which shapes inside each shape belonged to which letter. For example, big circle with a lot of tiny little circles went with a certain letter, while the other circle with the big polka dot circles went with another letter, etc.",given-attributes,medium,{},True,male,21-30,<college
58,674,"I tried the different buttons to see if this represt a circle, square and the sizes of the figure. For example I realize that the'Z' represent the big circle",given-attributes,medium,{},True,male,21-30,<college
