,subject_id,strategy,strategy_radio,difficulty,passed_attention_check,substances,gender,age,education
103,1094,Look color and fore and try to remember patterns,shape-color,hard,"['caffeine', 'tobacco']",True,male,31-45,college
104,1191,It went according to colour and shape but I somehow still managed to struggle.,color,hard,['caffeine'],True,female,21-30,college
105,1290,"I just tried to match either the color or the figure to one of the available keys, trial and error.",shape-color,medium,['caffeine'],True,male,31-45,college
106,1235,"I just kept trying until I found what worked, sometimes.",shape-color,hard,['caffeine'],True,female,21-30,college
107,1525,"Shaped like a star = C
Orange colour = N
Anything else = B",shape-color,easy,,True,female,21-30,postgrad
108,1526,try and error with the shapes and colors,shape-color,medium,['caffeine'],True,female,21-30,college
109,1486,"I figured out that I got most ponits by clicking wave on squares, sing on circles and dance on stars.
Tested the bite function too much I think because it seems to never give points.",shape-color,medium,['caffeine'],True,male,31-45,college
110,1236,"i was just using c,v and b keys and trying to guess with shape and color fits to specific key",shape-color,medium,"['caffeine', 'alcohol', 'tobacco', 'marijuana']",True,male,21-30,<college
111,1291,"The stars were always ""B""
Everything else was ""V""
And everything else in orange was ""N""",shape-color,medium,['caffeine'],True,male,21-30,college
112,1096,recognition based on shapes and patterns,shape,medium,['caffeine'],True,male,31-45,highschool
113,1292,Trial and error to start with. Once I had found a letter that activated that one I stuck with it every time that colour of that shape appeared. I eventually learnt that all stars were c and that for the other shapes all blue and pink were n and all orange and green were b. When the shapes with different patterns inside appeared I continued to use this method and discovered it still worked and that the patterns inside didn't stop it working.,shape-color,medium,,True,female,46-65,highschool
114,1097,"Star - V
Circle - B
Square - No clue tried both",shape,medium,['caffeine'],True,male,21-30,<highschool
115,1527,"I tried to see if each shape was associated with one of the actions. It worked for some shapes, but not always for squares. I only realized later in the game that some sqaures were activated by one action and other squares by another.",shape,medium,,True,female,31-45,postgrad
116,1194,trail and error each shape and colour and wrote down the results,shape-color,medium,,True,female,21-30,<college
117,1238,"with a few rounds I fugured out the yellow has it's own command, and so do the stars, others are on the third command, on of the given commands was not useful",shape-color,easy,"['caffeine', 'tobacco']",False,female,21-30,<college
118,1528,We wrote down the symbols and tried all the possible answers and after trial and error we found the correct ones,color,hard,"['caffeine', 'alcohol', 'marijuana']",True,female,10-20,college
119,1141,Trying to associate the combination of colours and shapes to a letter,shape-color,medium,"['caffeine', 'tobacco']",True,male,21-30,<college
120,1195,Colour coordination between the circles and the square. i didnt see the pattern at first but then identified it.,shape-color,easy,['caffeine'],True,male,21-30,postgrad
121,1529,"i tried to find which move is cprrect for each object, one by one and based on logical assumptions",shape-color,medium,,True,female,31-45,college
122,1142,i'm a very slow learner and so at some point i wasn't able to understand what i was doing. i'm sorry if this effected the experiment negatively in any way.,none,hard,['caffeine'],True,female,21-30,highschool
123,1295,First I tried to match the right button to the right shape then I discarded one of the keys and matched the rest of the shapes (in one color) to the last key.,shape-color,medium,,True,male,21-30,college
124,1530,"yellow was b, stars were n and the rest wasv",shape-color,medium,,True,female,46-65,college
125,1197,I was able to see which colours of shapes will give me an activation.,shape-color,easy,['caffeine'],True,female,21-30,highschool
126,1491,"I tried to do all the different things on the same shape until I got the reward, then I remembered what action got me the reward.",shape-color,easy,,True,male,10-20,<college
127,1531,I eventually realised the letters mostly matched the colours,color,hard,['caffeine'],True,female,21-30,highschool
128,1144,"I think yellow figures belonged to ""v"", stars of any color to ""c"" and the rest to ""b"", neither belonged to ""n"".",shape-color,hard,['caffeine'],True,female,21-30,college
129,1198,"I noticed that c has the most probability of recurring, so i focused mostly on it",memorized,medium,['caffeine'],True,male,21-30,highschool
130,1242,I've figured that some artefacts were related to an specific letter,shape,hard,['caffeine'],True,male,21-30,college
131,1297,after a moments thought the brain then generated a match on its own,shape-color,easy,"['caffeine', 'tobacco']",True,male,46-65,college
132,1102,"V for circles and squares, b for stars",shape,medium,,True,male,21-30,college
133,1492,"At first, I tested out all of the keys. I then noticed that most of the pink and blue shapes were connected to the ""c"" key and that orange was connected to the ""b"". Then I figured out that all the star shapes were connected the the ""v"" key. I did not find any correct results for the ""n"" key, so I stopped using it.",shape-color,medium,,True,nonbinary,21-30,<college
134,1532,"I tried random keys until I got rewarded, and then remembered those keys for every artifact and kept pressing them. Blue and magenta were ""c"" except for the star shapes, the star shapes were ""b"" and the orange shapes were ""n""",shape-color,easy,['caffeine'],True,male,21-30,<college
135,1243,"At first I was clueless but then started to see patterns, first I figured out the star and then tried different keys for circle and square, then figured out that their colors matter.",shape-color,medium,,True,male,10-20,highschool
136,1103,"I found that the stars always gave a reward everytime i clicked 'v', so that was easy. The rest felt more hit or miss, so I tried everything until I found a button that would give me the most diamonds 'n'.",shape,hard,['caffeine'],True,male,21-30,college
137,1493,Stars - N; circles - v... Usually V gained points,shape,hard,['caffeine'],True,male,21-30,college
138,1533,"First of all I noticed shape of artifacts, so I found that there is specific key for star-shaped artifact (""dance"" = ""b"" key, no matter what coloured this star-shaped artifact is) and other keys are specified for differently shaped artifacts (squares, circles). So then I noticed specifics for these another artifacts, like their shapes and colours. This was my way how I found specific keys for specific colours of these artifacts - squares and circles.",shape-color,medium,"['caffeine', 'alcohol']",True,male,31-45,college
139,1200,Figured out the colored shapes with corresponding letter,shape-color,easy,,True,male,21-30,<college
140,1494,"I tried to remeber which shape in which color comes to which button. For example orange sqare was nearly always on ""N""",memorized,hard,['caffeine'],True,female,10-20,highschool
141,1534,"I assumed that
n = pink
c = yellow
v = blue
and I adjusted it",color,medium,,True,male,21-30,college
142,1104,"stars were n, but the rest was more tricky, so i tried to refer to previous combination, but couldnt figure it out",shape,hard,,True,male,21-30,highschool
143,1244,"I didn't uderstood with was a pattern, and when i tried to click 'e' for dance nothing never happens",none,hard,['caffeine'],True,female,21-30,postgrad
144,1299,"The big stars were 'c', anything orange was 'n', and the rest were 'b', 'v' didin't provide anything",shape-color,medium,,True,female,31-45,college
145,1495,I tried to use logics related to shape or colour. When that didn't work I decided to always press c and try to get the maximum I could with that key.,none,hard,,True,male,21-30,college
146,1535,"Star was always 'v', anything orange was 'b' and anything else (pink/blue circle/square) was 'n'. 'c' was never used",shape-color,medium,,True,male,10-20,highschool
147,1300,First guessing then trying again. Tried to look for similarities and patterns.,shape-color,hard,,True,male,31-45,college
148,1536,I took the first rounds to understand the connections (colors and shapes) by a trial and error method.,shape-color,easy,,True,male,21-30,postgrad
149,1202,my plan a was to remember all colours and shape according but when time s go on i changed my plan because it was no longer working for me.,shape-color,medium,['caffeine'],True,male,31-45,college
150,1301,"tried to figure out shape and colour, as well as combination between them.",shape-color,medium,['tobacco'],True,male,46-65,postgrad
151,1246,"red-->press c
orange--:press v
blue-->press b
did not find correlation with n",color,medium,['caffeine'],True,female,21-30,college
152,1106,"Stars always were v, smal dots were b, the rest i couldn't actualy understand",none,medium,,True,male,10-20,highschool
153,1496,"Firstly, it was hard at start because there was not enough time to read instruction, so I had to think what to do myself. I tried to recognize which colors are related to which action. b was orange and v was blue, then I recognized that n is not pink, b was for stars, and v was for blue and pink figuers",shape-color,easy,,True,male,21-30,<college
154,1537,"begins to follow a pattern where the figure corresponded to a key, although sometimes it changed most if it corresponded to each one of them",shape-texture,medium,['caffeine'],True,male,21-30,<college
155,1497,"I used ""n"" for oink and blue colors for the 1st round, then ""c"" for orange color. sometimes the blue and oink wouldn't work for ""n"" so I used v and b",color,hard,['caffeine'],True,male,21-30,college
156,1204,"I tried and fail until I discovered a pattern. For the stars you have to dance; for the squares and circles, if they're orange, you have to sing, the rest of squares and circles you have to wave.",shape-color,medium,,True,female,21-30,<college
157,1248,"all the orange shapes were activated with ""c""
pink stars and squares with ""v""
everything blue was ""b"" and the pink circles too",shape-color,medium,,True,female,21-30,college
158,1498,"At first i tried to gain points by random, then i noticed that squares and circles have the biggest chance of getting reward when I pressed ""c"" and stars - when pressing ""n"". After some time I noticed that orange squares and circles don't get the reward while pressing ""c"" so i figured that I need to press something else. I stopped experimenting with particular shapes/colors when I got at least couple rewards for pressing the same key every time.",shape-color,easy,['alcohol'],True,male,21-30,<college
159,1109,really didnt have any strategy,none,hard,"['caffeine', 'tobacco']",True,female,21-30,highschool
160,1151,stars=c orange=n others=v (I think letters are right),shape-color,easy,,True,male,10-20,<college
161,1499,"I tried to relate the shapes and colors, and see which one gave me a correct answer",shape-color,medium,,True,male,21-30,college
162,1249,Trying to figure out which keyes corresponded with each shape.,shape,medium,['caffeine'],True,male,21-30,<college
163,1304,"When I saw a star I pressed the key ""C"", when I saw a circle or a square I pressed the key ""N"" but if the figure was orange then I would press the key ""B""",shape-color,easy,,True,female,21-30,<college
164,1250,"Initially i tried to associate the symbols to each respective action. I thought the star was associated with dancing so I just always used dancing for it.
Then I thought for a long time the square and circle would be related to the remaining actions by colors and it took me awhile to figure out bite wasn't being used.",shape-color,medium,"['caffeine', 'tobacco']",True,male,21-30,postgrad
165,1500,My stratergy involved looking at the way in which the dots in the shapes were placed,memorized,medium,['caffeine'],True,female,31-45,postgrad
166,1153,"Firstly, I tried to guess which key will be good, but after moment I just press one key durning many shapes to see which will be the good one.",shape-color,easy,,True,female,21-30,college
167,1207,by trial and error I learned what to choose,shape-color,medium,,True,male,21-30,highschool
168,1306,"I thought of many words that could start with the letter N
I noticed the letter N gave best blind ""DPS"", so I just bet on it this whole time.
I scored around almost 50% correct answers by simply noticing most % was purely N.
I could've try to track the code, but I'm not sure if there was any even involved.
The questionary beforehand was even more interesting.",memorized,easy,"['caffeine', 'tobacco', 'marijuana']",True,male,21-30,<college
169,1460,random because the explication were too quick to read it.,none,hard,['tobacco'],True,male,21-30,highschool
170,1502,"According to the feedback I would change my tactic if it said that there was no reward. In the beginning it was more trial and error, but I tried to group artifacts according to color, shape or both",shape-color,medium,,True,female,21-30,postgrad
171,1307,"green  n
dtsr c
all others figures b",shape-color,easy,['alcohol'],True,male,31-45,highschool
172,1252,the last bit was no strategy really i went with gut feeling. there was too much dots in those shapes i just found myself a bit confused.,shape-texture,medium,,True,female,31-45,college
173,1208,"blue or purple sqare or circle = b
any color star = v
any shape orange = c",shape-color,medium,,True,male,21-30,highschool
174,1155,"try to memorize which figures worked with the keys but there were some of them that didnt work with either key, used memory on finger to not be watching keys every time",shape-color,medium,['alcohol'],True,male,31-45,postgrad
175,1253,"started with guessing but taking note of which shapes and colour corresponds to what key, then figured out which shape and colour combo matches which key",shape-color,easy,['caffeine'],True,male,21-30,<college
176,1308,"The colour orange was ""v"", the colour blue and pink were ""b"" and all the stars (no matter the colour"" were ""n"".",shape-color,easy,,True,female,21-30,highschool
177,1209,"The large dots in the shapes where ""N"", the tinier dots were ""C"" and the star shapes were mostly ""V"".",shape-color,medium,['caffeine'],True,male,21-30,college
178,1156,I tried the letter that more times got it right (the v),none,medium,,True,female,21-30,college
179,1504,by looking at the shapes the circles were placed in,shape,hard,['caffeine'],True,female,31-45,college
180,1309,I just summarized the colors and their letters,color,medium,,True,male,31-45,postgrad
181,1210,"I only figured it out that the start was always activated with ""v"".",none,hard,['caffeine'],True,female,21-30,college
182,1115,"The last of them:
Star for the C
Yellow for the V
Rose and light blue for the N",shape-color,medium,['caffeine'],True,male,46-65,postgrad
183,1157,"stars were all c
blocks were on b
mostly played between c and b",shape-color,medium,,True,female,21-30,postgrad
184,1255,I did not use a strategy. I couldn't work out if there was any kind of pattern. I did not find the trial run useful for this task.,none,hard,['caffeine'],True,female,21-30,college
185,1211,I started by checking the correlation between letters and shapes and then as a second correlation I considered colors,shape-color,medium,['caffeine'],True,male,31-45,<college
186,1505,"I had to find the pattern to follow first, afterthat it wast a matter of focusing in the shape and colour of the images.",shape-color,medium,,True,male,21-30,<college
187,1463,"I tried to find a pattern between the colors, the shapes of the polygons and the designs within them, trying to see if there was a connection between the patterns and the keys to be pressed. Given the final result, it is evident that, if present, I have not found the pattern.",shape-color,hard,,True,female,31-45,<highschool
188,1074,"I justed used the method of trial and error, after that I connected the patterns with their corresponding actions that would lead to a reward.",shape-color,easy,,True,male,21-30,postgrad
189,1075,Memorizing colors and shapes,shape-color,hard,,True,female,21-30,highschool
190,1158,"I tried to figure it out somehow in terms of shape and what's inside, but it failed",shape-texture,hard,['alcohol'],True,male,21-30,highschool
191,1256,"c for yellow objects, v for all others, but it took a bit of trying",color,medium,,True,male,21-30,postgrad
192,1311,I don't had any strategy,none,medium,,True,male,21-30,postgrad
193,1159,I thought that by expanding the shape you will win more points,texture,medium,['caffeine'],True,male,21-30,<college
194,1117,"I had no strategy, I tried to remember the color and shape.",memorized,medium,['tobacco'],True,male,31-45,highschool
195,1465,The shapes and the colores,shape-color,hard,,True,male,10-20,highschool
196,1507,"I was trying to see which buttons are associated with which symbols/colours. First I found that both colours of the stars were connected with ""b"", then I tried to find why I was getting fails with some squares/circles. First I believe, found that pink square was associated with ""v"" and orange square with ""n"". The last one I connected was orange circle because at that point I already knew orange square was ""n"" so I tried that one.",shape-color,medium,['caffeine'],True,female,21-30,postgrad
